Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa,Porcentaje de las empresas con una estrategia digital específica ,Porcentaje de las empresas abiertas a una transformación digital ,Porcentaje de las empresas que desarrollaron la estrategia y ya esta implementada,Porcentaje de las empresas que desarrollaron la estrategia y esta en proceso de implementacion en 2 años ,Porcentaje de las emrpesas que estan midiendo la transformación digital ,Porcentaje de las empresas que han definido indicadores de desempeño, ESTRATEGIA ,Quien dirigue la estrategia digital de la empresa? ,Quién es el responsable de desarrollar la vision empresarial de los negocios digitales de su organización? , GOBERNANZA ,Porcentaje de las empresas cuyos empleados estan preparados para una estrategia digital ,Porcentaje de las empresas cuyos RRHH son adecuados/suficientes para desarrollar la transfromacion digital , CAPITAL HUMANO , Calculo del Indice 
2017,Region Pacifico,Sector Terciario,Servicios,Administración pública y defensa,Total,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,Administración pública y defensa,Grandes,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,Educación,Total,6.7%,26.7%,6.7%,13.3%,20.0%,6.7%,  12 ,24.0%,25.3%,  25 ,13.3%,26.7%,  20 ,  19 
2017,Region Pacifico,Sector Terciario,Servicios,Educación,Micros,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,Educación,Pymes,10.0%,40.0%,10.0%,20.0%,30.0%,10.0%,  18 ,36.0%,38.0%,  37 ,20.0%,40.0%,  30 ,  28 
2017,Region Pacifico,Sector Terciario,Servicios,Educación,Grandes,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,40.0%,40.0%,0.0%,40.0%,20.0%,10.0%,  25 ,32.0%,31.0%,  32 ,25.0%,25.0%,  25 ,  27 
2017,Region Pacifico,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,28.6%,28.6%,0.0%,28.6%,14.3%,7.1%,  18 ,22.9%,21.4%,  22 ,21.4%,14.3%,  18 ,  19 
2017,Region Pacifico,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,
2017,Region Pacifico,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,
2017,Region Central,Total,Total,Total,Total,14.3%,24.4%,5.6%,9.6%,16.4%,7.6%,  13 ,37.8%,38.6%,  38 ,13.9%,22.6%,  18 ,  23 
2017,Region Central,Total,Total,Total,Micros,12.3%,18.7%,6.1%,4.4%,12.5%,3.7%,  10 ,33.6%,34.1%,  34 ,12.0%,19.9%,  16 ,  20 
2017,Region Central,Total,Total,Total,Pymes,15.7%,31.6%,5.0%,13.4%,19.8%,11.0%,  15 ,41.0%,42.2%,  42 ,15.5%,25.5%,  20 ,  26 
2017,Region Central,Total,Total,Total,Grandes,27.6%,48.7%,4.4%,44.8%,40.7%,31.1%,  30 ,65.9%,67.8%,  67 ,25.0%,37.2%,  31 ,  43 
2017,Region Central,Sector Primario,Total,Total,Total,9.1%,18.1%,3.4%,1.1%,11.3%,6.8%,  8 ,25.4%,25.6%,  25 ,4.5%,12.3%,  8 ,  14 
2017,Region Central,Sector Primario,Total,Total,Micros,6.8%,13.7%,5.2%,1.7%,6.8%,1.7%,  6 ,14.9%,15.6%,  15 ,5.2%,8.4%,  7 ,  9 
2017,Region Central,Sector Primario,Total,Total,Pymes,19.4%,33.6%,0.0%,0.0%,24.1%,24.1%,  16 ,52.6%,51.7%,  52 ,4.7%,24.1%,  14 ,  28 
2017,Region Central,Sector Primario,Total,Total,Grandes,0.0%,11.0%,0.0%,0.0%,11.0%,0.0%,  3 ,30.8%,30.8%,  31 ,0.0%,11.0%,  5 ,  13 
2017,Region Central,Sector Primario,Agricultura y ganadería,Total,Total,6.0%,14.9%,1.5%,1.5%,9.0%,6.0%,  6 ,26.6%,26.3%,  26 ,3.0%,13.4%,  8 ,  14 
2017,Region Central,Sector Primario,Agricultura y ganadería,Total,Micros,4.9%,9.8%,2.4%,2.4%,4.9%,2.4%,  4 ,14.6%,14.6%,  15 ,2.4%,12.2%,  7 ,  9 
2017,Region Central,Sector Primario,Agricultura y ganadería,Total,Pymes,10.5%,26.3%,0.0%,0.0%,15.8%,15.8%,  11 ,47.4%,46.4%,  47 ,5.3%,15.8%,  11 ,  23 
2017,Region Central,Sector Primario,Agricultura y ganadería,Total,Grandes,0.0%,14.3%,0.0%,0.0%,14.3%,0.0%,  4 ,40.0%,40.0%,  40 ,0.0%,14.3%,  7 ,  17 
2017,Region Central,Sector Primario,Minas y canteras,Total,Total,18.2%,27.3%,9.1%,0.0%,18.2%,9.1%,  15 ,21.8%,23.6%,  23 ,9.1%,9.1%,  9 ,  15 
2017,Region Central,Sector Primario,Minas y canteras,Total,Micros,,,,,,,,,,,,,,
2017,Region Central,Sector Primario,Minas y canteras,Total,Pymes,,,,,,,,,,,,,,
2017,Region Central,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Total,Total,Total,12.0%,31.0%,9.0%,10.0%,23.7%,12.9%,  16 ,46.5%,49.3%,  48 ,16.8%,29.7%,  23 ,  29 
2017,Region Central,Sector Secundario,Total,Total,Micros,6.8%,18.5%,9.4%,3.4%,18.2%,5.7%,  10 ,41.2%,42.1%,  42 ,12.5%,25.0%,  19 ,  24 
2017,Region Central,Sector Secundario,Total,Total,Pymes,15.2%,38.7%,9.3%,15.1%,24.3%,17.2%,  18 ,49.3%,53.2%,  51 ,17.0%,32.0%,  24 ,  31 
2017,Region Central,Sector Secundario,Total,Total,Grandes,30.1%,69.9%,0.0%,15.0%,85.0%,39.9%,  38 ,69.9%,79.0%,  74 ,69.9%,54.9%,  62 ,  58 
2017,Region Central,Sector Secundario,Industrias manufactureras,Total,Total,12.0%,24.8%,4.5%,6.8%,19.5%,8.3%,  12 ,43.0%,43.9%,  43 ,15.0%,26.3%,  21 ,  26 
2017,Region Central,Sector Secundario,Industrias manufactureras,Total,Micros,8.6%,20.0%,8.6%,4.3%,22.9%,7.1%,  12 ,45.4%,46.6%,  46 ,15.7%,31.4%,  24 ,  27 
2017,Region Central,Sector Secundario,Industrias manufactureras,Total,Pymes,13.8%,27.6%,0.0%,8.6%,10.3%,8.6%,  11 ,38.6%,38.3%,  38 ,10.3%,19.0%,  15 ,  21 
2017,Region Central,Sector Secundario,Industrias manufactureras,Total,Grandes,40.0%,60.0%,0.0%,20.0%,80.0%,20.0%,  38 ,60.0%,72.0%,  66 ,60.0%,40.0%,  50 ,  51 
2017,Region Central,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,11.9%,21.4%,7.1%,4.8%,23.8%,11.9%,  14 ,45.2%,41.4%,  43 ,14.3%,28.6%,  21 ,  26 
2017,Region Central,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,3.7%,22.2%,11.1%,3.7%,25.9%,14.8%,  13 ,48.1%,45.9%,  47 ,18.5%,33.3%,  26 ,  29 
2017,Region Central,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,23.1%,15.4%,0.0%,7.7%,15.4%,7.7%,  13 ,38.5%,30.8%,  35 ,7.7%,23.1%,  15 ,  21 
2017,Region Central,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,5.6%,38.9%,5.6%,22.2%,27.8%,11.1%,  16 ,42.2%,43.3%,  43 ,22.2%,27.8%,  25 ,  28 
2017,Region Central,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,0.0%,20.0%,10.0%,10.0%,20.0%,0.0%,  9 ,28.0%,32.0%,  30 ,10.0%,20.0%,  15 ,  18 
2017,Region Central,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,50.0%,30.0%,10.0%,0.0%,20.0%,0.0%,  24 ,72.0%,80.0%,  76 ,20.0%,30.0%,  25 ,  42 
2017,Region Central,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,10.0%,40.0%,0.0%,10.0%,20.0%,5.0%,  13 ,44.0%,46.0%,  45 ,10.0%,25.0%,  18 ,  25 
2017,Region Central,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,18.2%,54.5%,0.0%,18.2%,18.2%,9.1%,  17 ,56.4%,58.2%,  57 ,9.1%,36.4%,  23 ,  32 
2017,Region Central,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,5.9%,11.8%,0.0%,2.9%,8.8%,5.9%,  6 ,31.2%,32.9%,  32 ,14.7%,17.6%,  16 ,  18 
2017,Region Central,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,6.7%,20.0%,0.0%,6.7%,20.0%,6.7%,  9 ,54.7%,54.7%,  55 ,26.7%,40.0%,  33 ,  32 
2017,Region Central,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,5.3%,5.3%,0.0%,0.0%,0.0%,5.3%,  3 ,12.6%,15.8%,  14 ,5.3%,0.0%,  3 ,  6 
2017,Region Central,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Servicios Publicos,Total,Total,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Servicios Publicos,Total,Micros,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Servicios Publicos,Total,Pymes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Servicios Publicos,Total,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Construccion,Total,Total,10.7%,39.3%,14.3%,17.9%,32.1%,21.4%,  20 ,49.3%,55.7%,  53 ,14.3%,32.1%,  23 ,  32 
2017,Region Central,Sector Secundario,Construccion,Total,Micros,,,,,,,,,,,,,,
2017,Region Central,Sector Secundario,Construccion,Total,Pymes,15.0%,50.0%,15.0%,25.0%,45.0%,30.0%,  27 ,59.0%,68.0%,  64 ,20.0%,45.0%,  33 ,  41 
2017,Region Central,Sector Secundario,Construccion,Total,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Total,Total,Total,15.0%,22.8%,4.8%,9.8%,14.6%,6.3%,  12 ,35.9%,36.1%,  36 ,13.4%,21.0%,  17 ,  22 
2017,Region Central,Sector Terciario,Total,Total,Micros,13.4%,18.8%,5.5%,4.6%,11.7%,3.5%,  10 ,32.8%,33.2%,  33 ,12.1%,19.3%,  16 ,  20 
2017,Region Central,Sector Terciario,Total,Total,Pymes,15.8%,27.2%,2.4%,12.7%,16.8%,6.9%,  13 ,35.6%,35.1%,  35 ,14.9%,21.4%,  18 ,  22 
2017,Region Central,Sector Terciario,Total,Total,Grandes,28.3%,47.5%,5.1%,50.0%,36.4%,31.2%,  30 ,66.7%,67.8%,  67 ,20.5%,36.0%,  28 ,  42 
2017,Region Central,Sector Terciario,Comercio,Total,Total,16.9%,18.5%,6.2%,10.8%,13.8%,4.6%,  12 ,41.2%,39.4%,  40 ,12.3%,21.5%,  17 ,  23 
2017,Region Central,Sector Terciario,Comercio,Total,Micros,15.4%,15.4%,7.7%,1.9%,11.5%,1.9%,  10 ,36.9%,35.4%,  36 ,11.5%,17.3%,  14 ,  20 
2017,Region Central,Sector Terciario,Comercio,Total,Pymes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Comercio,Total,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Total,Total,13.4%,26.5%,3.6%,8.9%,15.3%,7.6%,  12 ,31.3%,33.4%,  32 ,14.2%,20.5%,  17 ,  21 
2017,Region Central,Sector Terciario,Servicios,Total,Micros,11.2%,22.6%,3.1%,7.6%,11.8%,5.2%,  10 ,28.2%,30.8%,  29 ,12.8%,21.5%,  17 ,  19 
2017,Region Central,Sector Terciario,Servicios,Total,Pymes,17.6%,29.1%,3.3%,9.1%,19.0%,9.5%,  15 ,33.0%,34.1%,  34 ,16.3%,16.9%,  17 ,  22 
2017,Region Central,Sector Terciario,Servicios,Total,Grandes,14.4%,45.9%,8.4%,17.9%,27.7%,19.2%,  20 ,48.6%,50.3%,  49 ,17.6%,27.0%,  22 ,  31 
2017,Region Central,Sector Terciario,Servicios,Transporte y almacenamiento,Total,10.0%,20.0%,0.0%,10.0%,25.0%,10.0%,  12 ,29.0%,29.0%,  29 ,10.0%,25.0%,  18 ,  20 
2017,Region Central,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,0.0%,8.3%,0.0%,0.0%,8.3%,0.0%,  3 ,16.7%,16.7%,  17 ,8.3%,8.3%,  8 ,  9 
2017,Region Central,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,11.8%,23.5%,0.0%,5.9%,5.9%,5.9%,  8 ,21.2%,25.9%,  24 ,5.9%,23.5%,  15 ,  15 
2017,Region Central,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,10.0%,30.0%,0.0%,10.0%,10.0%,10.0%,  10 ,26.0%,34.0%,  30 ,10.0%,40.0%,  25 ,  22 
2017,Region Central,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Información y comunicaciones,Total,31.8%,72.7%,6.8%,31.8%,38.6%,25.0%,  32 ,77.3%,79.1%,  78 ,45.5%,45.5%,  45 ,  52 
2017,Region Central,Sector Terciario,Servicios,Información y comunicaciones,Micros,50.0%,75.0%,6.3%,31.3%,50.0%,31.3%,  40 ,82.5%,85.0%,  84 ,50.0%,68.8%,  59 ,  61 
2017,Region Central,Sector Terciario,Servicios,Información y comunicaciones,Pymes,19.2%,69.2%,7.7%,26.9%,34.6%,23.1%,  26 ,72.3%,73.8%,  73 ,46.2%,34.6%,  40 ,  47 
2017,Region Central,Sector Terciario,Servicios,Información y comunicaciones,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,5.7%,25.0%,3.4%,3.4%,14.8%,8.0%,  9 ,27.0%,27.7%,  27 ,9.1%,13.6%,  11 ,  16 
2017,Region Central,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,3.2%,20.6%,1.6%,1.6%,4.8%,4.8%,  5 ,23.2%,21.3%,  22 ,6.3%,7.9%,  7 ,  11 
2017,Region Central,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,7.7%,46.2%,7.7%,15.4%,46.2%,23.1%,  22 ,38.5%,40.0%,  39 ,23.1%,30.8%,  27 ,  29 
2017,Region Central,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,16.7%,25.0%,8.3%,0.0%,33.3%,8.3%,  17 ,35.0%,48.3%,  42 ,8.3%,25.0%,  17 ,  25 
2017,Region Central,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,10.6%,15.2%,6.1%,6.1%,9.1%,1.5%,  8 ,26.4%,25.8%,  26 ,7.6%,13.6%,  11 ,  15 
2017,Region Central,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,9.3%,9.3%,7.0%,7.0%,7.0%,0.0%,  7 ,23.3%,23.3%,  23 ,7.0%,14.0%,  10 ,  14 
2017,Region Central,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,16.7%,22.2%,0.0%,5.6%,11.1%,0.0%,  10 ,21.1%,18.9%,  20 ,5.6%,5.6%,  6 ,  12 
2017,Region Central,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,0.0%,40.0%,20.0%,0.0%,20.0%,20.0%,  14 ,72.0%,72.0%,  72 ,20.0%,40.0%,  30 ,  39 
2017,Region Central,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,12.5%,21.9%,5.2%,6.2%,12.5%,5.2%,  11 ,23.7%,26.9%,  25 ,12.5%,11.5%,  12 ,  16 
2017,Region Central,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,11.8%,17.6%,4.4%,4.4%,11.8%,2.9%,  9 ,21.0%,24.1%,  23 ,11.8%,10.3%,  11 ,  14 
2017,Region Central,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,12.5%,20.8%,8.3%,8.3%,12.5%,8.3%,  12 ,19.2%,22.5%,  21 ,16.7%,16.7%,  17 ,  16 
2017,Region Central,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Administración pública y defensa,Total,12.5%,50.0%,18.8%,6.3%,37.5%,18.8%,  23 ,57.5%,55.1%,  56 ,25.0%,50.0%,  38 ,  39 
2017,Region Central,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Administración pública y defensa,Grandes,40.0%,80.0%,20.0%,20.0%,40.0%,60.0%,  40 ,60.0%,48.2%,  54 ,20.0%,40.0%,  30 ,  41 
2017,Region Central,Sector Terciario,Servicios,Educación,Total,25.0%,40.0%,0.0%,10.0%,40.0%,35.0%,  24 ,47.0%,48.0%,  48 ,45.0%,40.0%,  43 ,  38 
2017,Region Central,Sector Terciario,Servicios,Educación,Micros,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Educación,Pymes,25.0%,33.3%,0.0%,16.7%,41.7%,41.7%,  25 ,53.3%,53.3%,  53 ,41.7%,41.7%,  42 ,  40 
2017,Region Central,Sector Terciario,Servicios,Educación,Grandes,20.0%,40.0%,0.0%,0.0%,40.0%,20.0%,  20 ,24.0%,24.0%,  24 ,40.0%,40.0%,  40 ,  28 
2017,Region Central,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,7.1%,21.4%,7.1%,14.3%,7.1%,0.0%,  9 ,42.9%,42.9%,  43 ,14.3%,28.6%,  21 ,  24 
2017,Region Central,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,10.0%,20.0%,0.0%,20.0%,0.0%,0.0%,  7 ,50.0%,50.0%,  50 ,10.0%,30.0%,  20 ,  26 
2017,Region Central,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,
2017,Region Central,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Total,Total,Total,Total,10.5%,16.6%,2.3%,4.3%,10.1%,4.1%,  8 ,26.8%,28.3%,  28 ,8.6%,20.7%,  15 ,  17 
2017,Region Oriental,Total,Total,Total,Micros,9.0%,16.0%,1.2%,3.2%,8.2%,3.3%,  7 ,25.6%,26.6%,  26 ,8.6%,21.4%,  15 ,  16 
2017,Region Oriental,Total,Total,Total,Pymes,16.3%,17.9%,6.1%,7.7%,15.4%,7.2%,  12 ,27.7%,29.9%,  29 ,8.6%,14.1%,  11 ,  18 
2017,Region Oriental,Total,Total,Total,Grandes,1.3%,23.8%,0.0%,6.8%,22.5%,0.0%,  8 ,58.6%,68.1%,  63 ,6.8%,63.4%,  35 ,  35 
2017,Region Oriental,Sector Primario,Total,Total,Total,2.9%,6.6%,0.9%,2.1%,4.1%,0.9%,  3 ,9.3%,9.5%,  9 ,0.4%,3.8%,  2 ,  5 
2017,Region Oriental,Sector Primario,Total,Total,Micros,1.4%,5.2%,0.0%,5.2%,0.0%,0.0%,  1 ,6.6%,6.6%,  7 ,0.0%,5.2%,  3 ,  4 
2017,Region Oriental,Sector Primario,Total,Total,Pymes,1.4%,5.5%,1.4%,0.7%,6.6%,1.4%,  3 ,8.9%,9.1%,  9 ,0.7%,2.9%,  2 ,  5 
2017,Region Oriental,Sector Primario,Total,Total,Grandes,23.4%,23.4%,0.0%,0.0%,0.0%,0.0%,  9 ,25.2%,25.2%,  25 ,0.0%,6.5%,  3 ,  13 
2017,Region Oriental,Sector Primario,Agricultura y ganadería,Total,Total,2.1%,6.4%,0.0%,2.1%,4.3%,0.0%,  2 ,8.5%,8.5%,  9 ,0.0%,2.1%,  1 ,  4 
2017,Region Oriental,Sector Primario,Agricultura y ganadería,Total,Micros,0.0%,6.3%,0.0%,6.3%,0.0%,0.0%,  1 ,6.3%,6.3%,  6 ,0.0%,6.3%,  3 ,  4 
2017,Region Oriental,Sector Primario,Agricultura y ganadería,Total,Pymes,0.0%,3.7%,0.0%,0.0%,7.4%,0.0%,  2 ,8.1%,8.1%,  8 ,0.0%,0.0%, - ,  3 
2017,Region Oriental,Sector Primario,Agricultura y ganadería,Total,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Primario,Minas y canteras,Total,Total,5.5%,7.3%,3.6%,1.8%,3.6%,3.6%,  4 ,11.6%,12.4%,  12 ,1.8%,9.1%,  5 ,  7 
2017,Region Oriental,Sector Primario,Minas y canteras,Total,Micros,8.3%,0.0%,0.0%,0.0%,0.0%,0.0%,  3 ,8.3%,8.3%,  8 ,0.0%,0.0%, - ,  4 
2017,Region Oriental,Sector Primario,Minas y canteras,Total,Pymes,4.8%,9.5%,4.8%,2.4%,4.8%,4.8%,  5 ,10.5%,11.4%,  11 ,2.4%,9.5%,  6 ,  7 
2017,Region Oriental,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Total,Total,Total,16.4%,31.4%,2.0%,6.5%,22.9%,9.2%,  15 ,33.0%,37.7%,  35 ,19.6%,31.5%,  26 ,  25 
2017,Region Oriental,Sector Secundario,Total,Total,Micros,13.2%,31.8%,3.3%,3.3%,17.5%,3.3%,  12 ,38.1%,41.2%,  40 ,26.3%,34.1%,  30 ,  27 
2017,Region Oriental,Sector Secundario,Total,Total,Pymes,22.3%,27.5%,0.0%,11.9%,27.5%,18.9%,  18 ,22.7%,30.3%,  26 ,10.4%,24.1%,  17 ,  21 
2017,Region Oriental,Sector Secundario,Total,Total,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Total,Total,19.4%,33.3%,2.8%,5.6%,25.0%,11.1%,  16 ,35.6%,38.9%,  37 ,22.2%,38.9%,  31 ,  28 
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Total,Micros,18.2%,31.8%,4.5%,4.5%,18.2%,4.5%,  14 ,40.0%,41.8%,  41 ,27.3%,40.9%,  34 ,  30 
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Total,Pymes,23.1%,30.8%,0.0%,7.7%,30.8%,23.1%,  19 ,24.6%,30.8%,  28 ,15.4%,30.8%,  23 ,  23 
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Total,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,18.2%,36.4%,9.1%,0.0%,27.3%,27.3%,  19 ,40.0%,45.5%,  43 ,27.3%,45.5%,  36 ,  33 
2017,Region Oriental,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,,,,,,,,,,,,,,
